Date,Title,Employer,Category,Job Link
2025-02-04,Mjukvaruutvecklare till Saab Surveillance,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/mjukvaruutvecklare+till+saab+surveillance+3/
2025-02-04,Qlik Consultant,B3 Consulting Group AB (publ),Consultancy,https://vakanser.se/jobb/qlik+consultant/
2025-02-03,UX Designer,Baronit AB,Uncategorized,https://vakanser.se/jobb/ux+designer+358/
2025-02-03,System Architect - Efficient Driving,Volvo Business Services AB,Uncategorized,https://vakanser.se/jobb/system+architect+-+efficient+driving/
2025-02-03,Backend Java-utvecklare - Göteborg heltid,Modernera AB,Consultancy,https://vakanser.se/jobb/backend+java-utvecklare+-+goteborg+heltid+3/
2025-02-03,"Systemutvecklare till IT Produktionscenter, Göteborg",Försäkringskassan,Uncategorized,https://vakanser.se/jobb/systemutvecklare+till+it+produktionscenter+goteborg/
2025-02-03,Testingenjör med passion för kvalitet och innovation,Centric Professionals AB,Uncategorized,https://vakanser.se/jobb/testingenjor+med+passion+for+kvalitet+och+innovation/
2025-02-03,Operations Engineer to NetClean Technologies,MT Search & Recruit AB,Uncategorized,https://vakanser.se/jobb/operations+engineer+to+netclean+technologies/
2025-02-03,DevOps/CI Software Developer,HaleyTek AB,Non-Consultancy,https://vakanser.se/jobb/devops+ci+software+developer+6/
2025-02-03,Electrical Design Engineer,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/electrical+design+engineer+142/
2025-02-03,System Developer Nutanix,NXT Interim Göteborg AB,Uncategorized,https://vakanser.se/jobb/system+developer+nutanix+5/
2025-02-03,Platform Engineer/DevSecOps Engineer,Nexer AB,Uncategorized,https://vakanser.se/jobb/platform+engineer+devsecops+engineer+13/
2025-02-03,Test Leader - Advanced Test Systems (HIL Simulators),Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/test+leader+-+advanced+test+systems+hil+simulators/
2025-02-03,Junior AI-utvecklare | Göteborg | Experis,Experis AB,Uncategorized,https://vakanser.se/jobb/junior+ai-utvecklare+goteborg+experis/
2025-02-03,Antenna Design Engineer,Ericsson AB,Uncategorized,https://vakanser.se/jobb/antenna+design+engineer+2/
2025-02-03,Linux System Engineer to Abion,Needo Recruitment West AB,Uncategorized,https://vakanser.se/jobb/linux+system+engineer+to+abion+2/
2025-02-03,Software Engineer(Python) - Test & Tools,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/software+engineer+python+-+test+o+tools/
2025-02-02,Software Integration Engineer,Dizayee Solutions AB,Uncategorized,https://vakanser.se/jobb/software+integration+engineer+18/
2025-02-01,DevOps Engineer,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/devops+engineer+831/
2025-02-01,HIL Engineer/Test Rig Developer,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/hil+engineer+test+rig+developer+9/
2025-02-01,Test Rig Developer,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/test+rig+developer+5/
2025-02-01,ESW Android Developer,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/esw+android+developer+3/
2025-01-31,Systemspecialist Splunk Enterprise,Trafikverket,Non-Consultancy,https://vakanser.se/jobb/systemspecialist+splunk+enterprise+2/
2025-01-31,Junior Support Engineer within the Automotive Industry,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/junior+support+engineer+within+the+automotive+industry+2/
2025-01-31,"Cybersecurity Solution Architect, Mobility",Together Tech AB,Uncategorized,https://vakanser.se/jobb/cybersecurity+solution+architect+mobility/
2025-01-31,SW Release Leader,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/sw+release+leader/
2025-01-31,Domain Test Automation Engineer,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/domain+test+automation+engineer/
2025-01-31,Software Design Engineer,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/software+design+engineer+28/
2025-01-31,Adas Product Owner,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/adas+product+owner/
2025-01-31,IKT-pedagog sökes för projektet Transformativ teknik och Digitalt lärande,Västra Götalandsregionen,Uncategorized,https://vakanser.se/jobb/ikt-pedagog+sokes+for+projektet+transformativ+teknik+och+digitalt+larande/
2025-01-31,Sensor Fusion Design Engineer,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/sensor+fusion+design+engineer+2/
2025-01-31,Backend utvecklare,Futuria People AB,Consultancy,https://vakanser.se/jobb/backend+utvecklare+64/
2025-01-31,Software Engineering Analyst,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/software+engineering+analyst+5/
2025-01-31,Verification Engineer,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/verification+engineer+69/
2025-01-31,Tester-Connectivity,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/tester-connectivity+3/
2025-01-31,Sr System Architect,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/sr+system+architect+5/
2025-01-24,Software Developer - Fighter Radar Development,Saab AB,Non-Consultancy,https://vakanser.se/jobb/software+developer+-+fighter+radar+development+3/
2025-01-24,Technology Project Lead,Nouryon Functional Chemicals AB,Uncategorized,https://vakanser.se/jobb/technology+project+lead/
2025-01-23,Är du redo att ta rollen som Funktionsägare och driva innovation?,Consat Engineering AB,Uncategorized,https://vakanser.se/jobb/ar+du+redo+att+ta+rollen+som+funktionsagare+och+driva+innovation/
2025-01-23,IT-säkerhetskonsult med fokus på Microsoft-lösningar,Breezity Solutions AB,Non-Consultancy,https://vakanser.se/jobb/it-sakerhetskonsult+med+fokus+pa+microsoft-losningar/
2025-01-23,Application Specialist to Lindex,AB Lindex,Non-Consultancy,https://vakanser.se/jobb/application+specialist+to+lindex/
2025-01-23,Infrastrukturtekniker,Göteborgs kommun,Uncategorized,https://vakanser.se/jobb/infrastrukturtekniker+34/
2025-01-23,Software Engineer,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/software+engineer+1466/
2025-01-23,Erfaren systemutvecklare inom IT och industri,Jobnet AB,Consultancy,https://vakanser.se/jobb/erfaren+systemutvecklare+inom+it+och+industri/
2025-01-23,Senior DevOps Engineer,Explipro Group AB,Consultancy,https://vakanser.se/jobb/senior+devops+engineer+130/
2025-01-23,Systemutvecklare till vår kund i Göteborg,Quest Consulting Sverige AB,Consultancy,https://vakanser.se/jobb/systemutvecklare+till+var+kund+i+goteborg+2/
2025-01-22,Line and Operations Manager,Jeppesen Systems AB,Non-Consultancy,https://vakanser.se/jobb/line+and+operations+manager/
2025-01-22,Testingenjör till företag inom trafiksäkerhetstestning,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/testingenjor+till+foretag+inom+trafiksakerhetstestning/
2025-01-22,"Software Engineer(C#, React)",Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/software+engineer+c+react/
2025-01-22,Group Information Security Controller,Stena Rederi AB,Uncategorized,https://vakanser.se/jobb/group+information+security+controller+2/
2025-01-22,Test Engineer,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/test+engineer+497/
2025-01-22,Senior product designer,Reguity Group AB,Uncategorized,https://vakanser.se/jobb/senior+product+designer+86/
2025-01-21,Cyber Security Analyst,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/cyber+security+analyst+8/
2025-01-21,Security Operations Lead,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/security+operations+lead+4/
2025-01-21,Data Content and Quality Manager,CreditSafe i Sverige AB,Uncategorized,https://vakanser.se/jobb/data+content+and+quality+manager+4/
2025-01-21,Software Engineer (.NET) | AI & Deep Learning Specialist,Volvo Business Services AB,Uncategorized,https://vakanser.se/jobb/software+engineer+net+ai+o+deep+learning+specialist/
2025-01-22,Vill du arbeta med teknik i framkant? Vi söker .NET utvecklare,Nexer AB,Uncategorized,https://vakanser.se/jobb/vill+du+arbeta+med+teknik+i+framkant+vi+soker+net+utvecklare+5/
2025-01-22,IT-konsult till innovativt bolag!,Friday Väst AB,Consultancy,https://vakanser.se/jobb/it-konsult+till+innovativt+bolag/
2025-01-22,Principal Technical Project Manager - Healthcare,Oracle Svenska AB,Uncategorized,https://vakanser.se/jobb/principal+technical+project+manager+-+healthcare+3/
2025-01-22,Enhetschef för analys och data- Chalmers Tekniska Högskola,Chalmers Tekniska Högskola AB,Uncategorized,https://vakanser.se/jobb/enhetschef+for+analys+och+data-+chalmers+tekniska+hogskola/
2025-01-22,Junior System Analyst within Automotive,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/junior+system+analyst+within+automotive/
2025-01-22,Senior C++ Developer With Matlab Simulink Experience,Northab AB,Uncategorized,https://vakanser.se/jobb/senior+c+developer+with+matlab+simulink+experience/
2025-01-22,Senior Data Engineer - Car Service Business,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/senior+data+engineer+-+car+service+business/
2025-01-22,"Digital Program Lead, Manufacturing & Supply Chain",Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/digital+program+lead+manufacturing+o+supply+chain/
2025-01-22,Senior Fullstack Developer,Etraveli Group AB,Non-Consultancy,https://vakanser.se/jobb/senior+fullstack+developer+82/
2025-01-22,Testledare - Göteborg,System Verification Sweden AB,Uncategorized,https://vakanser.se/jobb/testledare+-+goteborg+2/
2025-01-22,Testautomationsingenjör - Göteborg,System Verification Sweden AB,Uncategorized,https://vakanser.se/jobb/testautomationsingenjor+-+goteborg/
2025-01-22,Teknisk Agil Testare - Göteborg,System Verification Sweden AB,Uncategorized,https://vakanser.se/jobb/teknisk+agil+testare+-+goteborg/
2025-01-22,Arbeta på deltid som Data Entry Specialist!,Manpower AB,Uncategorized,https://vakanser.se/jobb/arbeta+pa+deltid+som+data+entry+specialist/
2025-01-22,Security Operations Incident Lead,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/security+operations+incident+lead/
2025-01-22,Sektionschef Applikationsutveckling,Skatteverket,Non-Consultancy,https://vakanser.se/jobb/sektionschef+applikationsutveckling+4/
2025-01-22,Functional Safety / Cybersecurity Engineer,Kemizares AB,Uncategorized,https://vakanser.se/jobb/functional+safety+cybersecurity+engineer/
2025-01-21,Nyexaminerad Embedded Software Engineer!,Friday Väst AB,Consultancy,https://vakanser.se/jobb/nyexaminerad+embedded+software+engineer/
2025-01-21,Backend Developer,Deploja AB,Consultancy,https://vakanser.se/jobb/backend+developer+523/
2025-01-21,Application Integration Specialist,Benify AB,Non-Consultancy,https://vakanser.se/jobb/application+integration+specialist+3/
2025-01-19,Cyber Security,Noor Engineering AB,Uncategorized,https://vakanser.se/jobb/cyber+security+2/
2025-01-19,HIL Engineer,Noor Engineering AB,Uncategorized,https://vakanser.se/jobb/hil+engineer+31/
2025-01-19,Test Engineer,Noor Engineering AB,Uncategorized,https://vakanser.se/jobb/test+engineer+496/
2025-01-18,Solution Architect Design Collaboration,Dassault Systemes AB,Uncategorized,https://vakanser.se/jobb/solution+architect+design+collaboration/
2025-01-17,Embedded Software Engineer,Goismo AB,Consultancy,https://vakanser.se/jobb/embedded+software+engineer+422/
2025-01-17,Logistics Project Manager,MultiMind Bemanning AB,Uncategorized,https://vakanser.se/jobb/logistics+project+manager+16/
2025-01-17,Android Platform Developer to leading vehicle automation innovator,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/android+platform+developer+to+leading+vehicle+automation+innovator/
2025-01-17,Testutvecklare,Futuria People AB,Consultancy,https://vakanser.se/jobb/testutvecklare+103/
2025-01-17,"Azure Integration Architect - Lead, Innovate, and Grow with Epical",Epical Sweden AB,Uncategorized,https://vakanser.se/jobb/azure+integration+architect+-+lead+innovate+and+grow+with+epical/
2025-01-17,Software Developer,Randstad AB,Consultancy,https://vakanser.se/jobb/software+developer+1220/
2025-01-17,Azure Integration Developer to Epical,Epical Sweden AB,Uncategorized,https://vakanser.se/jobb/azure+integration+developer+to+epical+3/
2025-01-17,Experis Academy | Augusti 2025 | Göteborg,Experis AB,Uncategorized,https://vakanser.se/jobb/experis+academy+augusti+2025+goteborg/
2025-01-17,Manager for Product Unit GxA,Saab AB,Non-Consultancy,https://vakanser.se/jobb/manager+for+product+unit+gxa/
2025-01-17,Security Coordinator,Saab AB,Non-Consultancy,https://vakanser.se/jobb/security+coordinator+7/
2025-01-17,SE_Embedded Software Application Engineer_Expert,Alsha Konsult AB,Uncategorized,https://vakanser.se/jobb/se+embedded+software+application+engineer+expert/
2025-01-17,Systems Engineer - Integration and verification,Saab AB,Non-Consultancy,https://vakanser.se/jobb/systems+engineer+-+integration+and+verification/
2025-01-17,Cloud Specialist inom AWS till konsultbolag i Göteborg!,Academic Work Sweden AB,Consultancy,https://vakanser.se/jobb/cloud+specialist+inom+aws+till+konsultbolag+i+goteborg/
2025-01-17,Senior Simulink Developer Göteborg deltid,Modernera AB,Consultancy,https://vakanser.se/jobb/senior+simulink+developer+goteborg+deltid/
2025-01-23,Software Manufacturing Engineer,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/software+manufacturing+engineer+2/
2025-01-23,Professional Software Engineer,Volvo Business Services AB,Uncategorized,https://vakanser.se/jobb/professional+software+engineer+5/
2025-01-23,Performance Testers,Luday AB,Uncategorized,https://vakanser.se/jobb/performance+testers+2/
2025-01-23,Business Analyst,Logikfabriken AB,Non-Consultancy,https://vakanser.se/jobb/business+analyst+875/
2025-01-20,Simulink Developer Göteborg deltid,Modernera AB,Consultancy,https://vakanser.se/jobb/simulink+developer+goteborg+deltid/
2025-01-19,Function Developer Adas,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/function+developer+adas/
2025-01-19,Functional Safety Engineer,Integro Consulting AB,Consultancy,https://vakanser.se/jobb/functional+safety+engineer+161/
2025-01-19,System verification engineer - charging,Noor Engineering AB,Uncategorized,https://vakanser.se/jobb/system+verification+engineer+-+charging+5/
2025-01-15,Test engineer,Mpya Sci & Tech AB,Uncategorized,https://vakanser.se/jobb/test+engineer+495/
2025-01-15,Embeddedutvecklare | Göteborg| Experis,Experis AB,Uncategorized,https://vakanser.se/jobb/embeddedutvecklare+goteborg+experis+2/
2025-01-15,Data Scientist - Artificial Intelligence,Novacura AB,Non-Consultancy,https://vakanser.se/jobb/data+scientist+-+artificial+intelligence/
2025-01-15,eQMS Product Owner,Mölnlycke Health Care AB,Uncategorized,https://vakanser.se/jobb/eqms+product+owner/
2025-01-14,Cloud Architect,Logikfabriken AB,Non-Consultancy,https://vakanser.se/jobb/cloud+architect+103/
2025-01-14,Embedded Software Engineer (Android Emulators),JP IT-Konsult i Stockholm AB,Consultancy,https://vakanser.se/jobb/embedded+software+engineer+android+emulators/
2025-01-14,"Testare inom applikation, visstid",Länsstyrelsen i Västra Götalands län,Uncategorized,https://vakanser.se/jobb/testare+inom+applikation+visstid/
2025-01-14,Mjukvaruuvecklare för automatiserade certifikat!,Friday Väst AB,Consultancy,https://vakanser.se/jobb/mjukvaruuvecklare+for+automatiserade+certifikat+2/
2025-01-16,Embedded Software Engineer,Knightec AB,Consultancy,https://vakanser.se/jobb/embedded+software+engineer+420/
2025-01-16,Chapter Lead .Net,Volvo Business Services AB,Uncategorized,https://vakanser.se/jobb/chapter+lead+net+5/
2025-01-16,Android Application Engineer!,EdZa AB,Consultancy,https://vakanser.se/jobb/android+application+engineer/
2025-01-16,IT Risk Management Consultant | Risk Consulting | Gothenburg,Ernst & Young AB,Uncategorized,https://vakanser.se/jobb/it+risk+management+consultant+risk+consulting+gothenburg/
2025-01-16,"Digital Area Lead - Corporate Governance, Compliance & Ethics",Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/digital+area+lead+-+corporate+governance+compliance+o+ethics/
2025-01-16,Simulink Developer Göteborg heltid,Modernera AB,Consultancy,https://vakanser.se/jobb/simulink+developer+goteborg+heltid/
2025-01-16,Senior System Verification Engineer - Traction Batteries,Volvo Business Services AB,Uncategorized,https://vakanser.se/jobb/senior+system+verification+engineer+-+traction+batteries/
2025-01-16,Systemingenjör inom inbyggda system till fordonsindustrin,Mission Consultancy Assistance Sweden AB,Consultancy,https://vakanser.se/jobb/systemingenjor+inom+inbyggda+system+till+fordonsindustrin+11/
2025-01-16,Cyber Security Engineer,Mission Consultancy Assistance Sweden AB,Consultancy,https://vakanser.se/jobb/cyber+security+engineer+121/
2025-01-16,Mjukvaruuvecklare med erfarenhet av C++,Mission Consultancy Assistance Sweden AB,Consultancy,https://vakanser.se/jobb/mjukvaruuvecklare+med+erfarenhet+av+c+12/
2025-01-16,Mjukvaruutvecklare för inbyggda system,Mission Consultancy Assistance Sweden AB,Consultancy,https://vakanser.se/jobb/mjukvaruutvecklare+for+inbyggda+system+135/
2025-01-16,Embedded engineer in Sweden,Mission Consultancy Assistance Sweden AB,Consultancy,https://vakanser.se/jobb/embedded+engineer+in+sweden+7/
2025-01-16,Pythonutvecklare med erfarenhet av testautomation eller CI/CD,Mission Consultancy Assistance Sweden AB,Consultancy,https://vakanser.se/jobb/pythonutvecklare+med+erfarenhet+av+testautomation+eller+ci+cd+13/
2025-01-16,Lead frontend developer som vill göra skillnad!,Jobnet AB,Consultancy,https://vakanser.se/jobb/lead+frontend+developer+som+vill+gora+skillnad/
2025-01-16,CFD Simuleringsingenjör,Nexer Mobility AB,Uncategorized,https://vakanser.se/jobb/cfd+simuleringsingenjor/
2025-01-16,Junior systemspecialist,Fastighets Ab Balder,Uncategorized,https://vakanser.se/jobb/junior+systemspecialist+2/
2025-01-15,Junior Android Application Engineer,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/junior+android+application+engineer/
2025-01-15,Android Platform Developer,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/android+platform+developer+6/
2025-01-15,Systems Engineer,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/systems+engineer+184/
2025-01-15,Junior Test Engineer,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/junior+test+engineer+11/
2025-01-15,Heating & Cooling System Engineer,Volvo Business Services AB,Uncategorized,https://vakanser.se/jobb/heating+o+cooling+system+engineer+2/
2025-01-15,Senior Simulink Developer Göteborg heltid,Modernera AB,Consultancy,https://vakanser.se/jobb/senior+simulink+developer+goteborg+heltid/
2025-01-15,IT-Chef till Input Interiör,Bravura Sverige AB,Uncategorized,https://vakanser.se/jobb/it-chef+till+input+interior/
2025-01-15,System Verification Engineer till stort fordonsbolag!,Friday Väst AB,Consultancy,https://vakanser.se/jobb/system+verification+engineer+till+stort+fordonsbolag/
2025-01-10,Senior Java Developer,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/senior+java+developer+244/
2025-01-10,Mjukvaruutvecklare med intresse för AI,Semcon Sweden AB,Uncategorized,https://vakanser.se/jobb/mjukvaruutvecklare+med+intresse+for+ai+44/
2025-01-10,Mjukvaruutvecklare med intresse för e-mobility,Semcon Sweden AB,Uncategorized,https://vakanser.se/jobb/mjukvaruutvecklare+med+intresse+for+e-mobility+8/
2025-01-10,Product Strategy Leader - Computational Systems Infrastructure,Volvo Business Services AB,Uncategorized,https://vakanser.se/jobb/product+strategy+leader+-+computational+systems+infrastructure+2/
2025-01-10,Mjukvaruutvecklare med intresse för Embedded,Semcon Sweden AB,Uncategorized,https://vakanser.se/jobb/mjukvaruutvecklare+med+intresse+for+embedded+12/
2025-01-10,systemingenjör it-infrastruktur,Randstad AB,Consultancy,https://vakanser.se/jobb/systemingenjor+it-infrastruktur/
2025-01-10,Software Project Manager,Professional Galaxy AB,Uncategorized,https://vakanser.se/jobb/software+project+manager+21/
2025-01-10,Backend Development Team Lead,Etraveli Group AB,Non-Consultancy,https://vakanser.se/jobb/backend+development+team+lead/
2025-01-10,Systemingenjör inom Mekatronik,Nexer Mobility AB,Uncategorized,https://vakanser.se/jobb/systemingenjor+inom+mekatronik/
2025-01-14,Testautomatiseringsingenjör sökes till fordonsindustrin!,Friday Väst AB,Consultancy,https://vakanser.se/jobb/testautomatiseringsingenjor+sokes+till+fordonsindustrin/
2025-01-14,Lösningsspecialist inom Asset Management till Preem,Nordic recruitment Group AB,Uncategorized,https://vakanser.se/jobb/losningsspecialist+inom+asset+management+till+preem+3/
2025-01-13,DevOps Software Engineer - Java,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/devops+software+engineer+-+java/
2025-01-13,Tech Talent Engineer Program within Automotive 2025,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/tech+talent+engineer+program+within+automotive+2025/
2025-01-13,DevOps-utvecklare till Team AI-Hub,Västra Götalandsregionen,Uncategorized,https://vakanser.se/jobb/devops-utvecklare+till+team+ai-hub/
2025-01-13,Databastekniker,Stena Metall AB,Uncategorized,https://vakanser.se/jobb/databastekniker+11/
2025-01-13,Senior IT Business analyst,Professional Galaxy AB,Uncategorized,https://vakanser.se/jobb/senior+it+business+analyst+6/
2025-01-13,Senior System Tester,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/senior+system+tester+4/
2025-01-13,System Verification Engineer,Nexer Mobility AB,Uncategorized,https://vakanser.se/jobb/system+verification+engineer+73/
2025-01-13,Mjukvaruutvecklare till Sigma Technology Göteborg,Sigma Technology Information AB,Uncategorized,https://vakanser.se/jobb/mjukvaruutvecklare+till+sigma+technology+goteborg+4/
2025-01-13,Junior Full stack Developer,Nexer Tech Talent AB,Consultancy,https://vakanser.se/jobb/junior+full+stack+developer+2/
2025-01-13,Senior DevSecOps - Elastic Stack,Randstad AB,Consultancy,https://vakanser.se/jobb/senior+devsecops+-+elastic+stack/
2025-01-13,Business Analyst inom ServiceNow HR,NXT Interim Göteborg AB,Uncategorized,https://vakanser.se/jobb/business+analyst+inom+servicenow+hr+3/
2025-01-13,Software Engineer,NXT Interim Göteborg AB,Uncategorized,https://vakanser.se/jobb/software+engineer+1452/
2025-01-09,Java Fullstack Engineer,Explipro Group AB,Consultancy,https://vakanser.se/jobb/java+fullstack+engineer+2/
2025-01-09,Senior Backendutvecklare till Zacco i Göteborg sökes!,Professionals Nord Rekrytering AB,Uncategorized,https://vakanser.se/jobb/senior+backendutvecklare+till+zacco+i+goteborg+sokes+6/
2025-01-09,Senior Backend Developer,Sigma Embedded Engineering AB,Uncategorized,https://vakanser.se/jobb/senior+backend+developer+187/
2025-01-09,Systemingenjör inom Embedded Systems,Afry AB,Consultancy,https://vakanser.se/jobb/systemingenjor+inom+embedded+systems+2/
2025-01-08,Graduate program hos Knowit Solutions 2025!,Knowit AB (Publ),Uncategorized,https://vakanser.se/jobb/graduate+program+hos+knowit+solutions+2025/
2025-01-08,Utvecklare C#,Logikfabriken AB,Non-Consultancy,https://vakanser.se/jobb/utvecklare+c+49/
2025-01-08,Senior Software Engineer,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/senior+software+engineer+458/
2025-01-08,Senior Backend Developer - Try & Hire,Explipro Group AB,Consultancy,https://vakanser.se/jobb/senior+backend+developer+-+try+o+hire/
2025-01-08,Ingenjör inom Functional Safety,Nexer Mobility AB,Uncategorized,https://vakanser.se/jobb/ingenjor+inom+functional+safety+2/
2025-01-08,Datainsamlare Göteborg,Informed Sources (sverige) AB,Uncategorized,https://vakanser.se/jobb/datainsamlare+goteborg+16/
2025-01-08,Software Test Engineer,Volvo Personvagnar AB,Non-Consultancy,https://vakanser.se/jobb/software+test+engineer+174/
2025-01-08,Engagerad nätverkstekniker,Centric Professionals AB,Uncategorized,https://vakanser.se/jobb/engagerad+natverkstekniker/
2025-01-02,Konsult inom information och cybersäkerhet till Sundsvalls Kommun,Lexicare AB,Uncategorized,https://vakanser.se/jobb/konsult+inom+information+och+cybersakerhet+till+sundsvalls+kommun+4/
2024-12-30,"Systemspecialist, Mikrobiologi",Unilabs AB,Uncategorized,https://vakanser.se/jobb/systemspecialist+mikrobiologi+2/
2024-12-30,Erfaren Hårdvaruingenjör,Jobnet AB,Consultancy,https://vakanser.se/jobb/erfaren+hardvaruingenjor+3/
2024-12-30,Finanskonsult inom Dynamics 365 till Operations på Columbus - Göteborg,Columbus Sweden AB,Uncategorized,https://vakanser.se/jobb/finanskonsult+inom+dynamics+365+till+operations+pa+columbus+-+goteborg+8/
2024-12-30,Integration Lead Dynamics 365 till team Columbus - Göteborg,Columbus Sweden AB,Uncategorized,https://vakanser.se/jobb/integration+lead+dynamics+365+till+team+columbus+-+goteborg/
2024-12-30,Produktion+Dynamics 365=,Columbus Sweden AB,Uncategorized,https://vakanser.se/jobb/produktion+dynamics+365+15/
2024-12-30,C#/.Net Developer,Synteda AB,Uncategorized,https://vakanser.se/jobb/c+net+developer+36/
2024-12-30,Java developer,Synteda AB,Uncategorized,https://vakanser.se/jobb/java+developer+553/
2025-01-07,Automotive Embedded Software Engineer,Afry AB,Consultancy,https://vakanser.se/jobb/automotive+embedded+software+engineer+17/
2025-01-07,Senior Software Engineer within vehicle motion,Afry AB,Consultancy,https://vakanser.se/jobb/senior+software+engineer+within+vehicle+motion/
2025-01-07,HIL arkitekt,Nexer Mobility AB,Uncategorized,https://vakanser.se/jobb/hil+arkitekt+2/
2025-01-07,C++ Utvecklare,Nexer Mobility AB,Uncategorized,https://vakanser.se/jobb/c+utvecklare+115/
2025-01-07,HIL Ingenjör,Nexer Mobility AB,Uncategorized,https://vakanser.se/jobb/hil+ingenjor+7/
2025-01-07,Senior Software Engineer Computer Vision,Professional Galaxy AB,Uncategorized,https://vakanser.se/jobb/senior+software+engineer+computer+vision/
2025-01-07,Senior SIL Developer,Nexer AB,Uncategorized,https://vakanser.se/jobb/senior+sil+developer+3/
2025-01-07,Senior React Native Developer,Rapid Consulting Sweden AB,Consultancy,https://vakanser.se/jobb/senior+react+native+developer+7/
